,,,,,,,,,,,,,,ClusterLabel
3558.0,1526758803.200072,59811.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3559.0,1526758803.202702,52361.0,22.0,2.997267,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3560.0,1526758804.205418,59197.0,22.0,2.994551,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3561.0,1526758805.206402,34660.0,22.0,2.993585,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3562.0,1526758805.299303,40667.0,59353.0,2.990591,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3563.0,1526758806.207546,51723.0,22.0,0.245492,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3564.0,1526758807.200081,54664.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3565.0,1526758807.208488,51732.0,22.0,2.991522,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3566.0,1526758808.209813,41748.0,22.0,3.000255,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3567.0,1526758808.210056,32998.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3568.0,1526758754.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,0.0,o
3569.0,1526758809.210038,35473.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3570.0,1526758809.211867,41455.0,22.0,2.998295,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3571.0,1526758810.210172,52361.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3572.0,1526758810.214406,58042.0,22.0,2.995469,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3573.0,1526758811.210156,59197.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3574.0,1526758811.215758,39126.0,22.0,2.994235,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3575.0,1526758812.210065,34660.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3576.0,1526758812.216904,58634.0,22.0,2.99297,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3577.0,1526758812.299865,40667.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3578.0,1526758813.218216,55954.0,22.0,2.991697,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3579.0,1526758814.210078,51732.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3580.0,1526758814.219588,42168.0,22.0,2.990269,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3581.0,1526758815.220023,41748.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3582.0,1526758815.221365,41750.0,22.0,2.998612,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3583.0,1526758816.219982,41455.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3584.0,1526758816.221912,51603.0,22.0,2.998188,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3585.0,1526758816.310316,40679.0,59353.0,2.999669,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3586.0,1526758817.219924,58042.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3587.0,1526758817.224235,47016.0,22.0,2.995735,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3588.0,1526758818.220318,39126.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3589.0,1526758818.225837,37838.0,22.0,0.355256,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3590.0,1526758819.220199,58634.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3591.0,1526758819.226679,60817.0,22.0,2.993276,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3592.0,1526758820.220248,55954.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3593.0,1526758820.228128,34054.0,22.0,2.991786,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3594.0,1526758821.219997,42168.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3595.0,1526758821.229364,41041.0,22.0,2.990507,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3596.0,1526758822.229957,41750.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3597.0,1526758822.231246,34071.0,22.0,2.998744,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3598.0,1526758823.230164,51603.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3599.0,1526758823.232832,42424.0,22.0,2.997123,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3600.0,1526758823.319907,40679.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3601.0,1526758824.0,47016.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3602.0,1526758824.234168,48089.0,22.0,2.995895,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3603.0,1526758825.235536,37489.0,22.0,2.99441,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3604.0,1526758826.230143,60817.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3605.0,1526758826.236753,55426.0,22.0,2.993118,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3606.0,1526758827.229998,34054.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3607.0,1526758827.0,40691.0,59353.0,2.998519,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3608.0,1526758827.0,42331.0,22.0,0.268752,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3609.0,1526758828.230099,41041.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3610.0,1526758828.239713,54564.0,22.0,2.990254,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3611.0,1526758829.239963,34071.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3612.0,1526758829.242592,49222.0,22.0,2.997588,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3613.0,1526758830.240149,42424.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3614.0,1526758830.243982,59448.0,22.0,2.995883,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3615.0,1526758831.239962,48089.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3616.0,1526758831.245331,47138.0,22.0,0.329915,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3617.0,1526758832.240096,37489.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3618.0,1526758832.246609,56494.0,22.0,2.993251,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3619.0,1526758833.240195,55426.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3620.0,1526758833.0,44776.0,22.0,2.991101,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3621.0,1526758834.250528,54177.0,22.0,2.999566,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3622.0,1526758834.329965,40691.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3623.0,1526758835.252187,36639.0,22.0,2.997773,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3624.0,1526758836.253633,57755.0,22.0,2.996319,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3625.0,1526758837.250163,59448.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3626.0,1526758837.254218,38411.0,22.0,2.995814,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3627.0,1526758838.255219,42662.0,22.0,2.994701,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3628.0,1526758838.332246,40703.0,59353.0,2.997633,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3629.0,1526758839.250116,56494.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3630.0,1526758839.256755,38300.0,22.0,2.993122,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3631.0,1526758840.249906,44776.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3632.0,1526758840.259051,35051.0,22.0,2.991192,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3633.0,1526758841.0,60423.0,22.0,2.990454,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3634.0,1526758841.259928,54177.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3635.0,1526758842.259942,36639.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3636.0,1526758842.262269,54576.0,22.0,2.99795,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3637.0,1526758843.260162,57755.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3638.0,1526758843.263739,41145.0,22.0,2.996239,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3639.0,1526758844.260075,38411.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3640.0,1526758844.265235,36962.0,22.0,2.99475,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3641.0,1526758845.260121,42662.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3642.0,1526758845.0,42840.0,22.0,2.993274,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3643.0,1526758845.339876,40703.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3644.0,1526758846.260236,38300.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3645.0,1526758846.267646,49221.0,22.0,2.992285,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3646.0,1526758847.260093,35051.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3647.0,1526758847.0,55562.0,22.0,2.990943,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3648.0,1526758848.260271,60423.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3649.0,1526758848.270601,33590.0,22.0,2.99945,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3650.0,1526758849.269975,54576.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3651.0,1526758849.272345,38956.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3652.0,1526758849.343261,40715.0,59353.0,2.996682,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3653.0,1526758850.273274,60613.0,22.0,2.996634,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3654.0,1526758851.270317,36962.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3655.0,1526758851.0,39213.0,22.0,2.994677,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3656.0,1526758852.270084,42840.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3657.0,1526758852.276374,37373.0,22.0,2.993487,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3658.0,1526758797.485711,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
3659.0,1526758853.270251,49221.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3660.0,1526758853.276654,44430.0,22.0,2.993324,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3661.0,1526758798.510819,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
3662.0,1526758854.270168,55562.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3663.0,1526758854.279186,57176.0,22.0,2.990677,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3664.0,1526758855.0,33590.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3665.0,1526758855.0,51868.0,22.0,2.999293,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3666.0,1526758856.282425,52364.0,22.0,2.99758,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3667.0,1526758856.349991,40715.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3668.0,1526758857.280063,60613.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3669.0,1526758857.283885,58809.0,22.0,3.006141,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3670.0,1526758802.515323,3.0,1.0,9e-06,180.0,0.0,0.0,0.0,0.0,3.0,264.0,0.0,0.0,o
3671.0,1526758858.280076,39213.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3672.0,1526758858.285351,46563.0,22.0,2.994551,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3673.0,1526758859.280334,37373.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3674.0,1526758859.285642,44772.0,22.0,3.004507,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3675.0,1526758860.287004,37056.0,22.0,2.992936,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3676.0,1526758860.0,44430.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3677.0,1526758860.354378,40727.0,59353.0,2.995505,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3678.0,1526758861.0,57176.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3679.0,1526758861.288283,49321.0,22.0,2.99168,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3680.0,1526758862.289901,46985.0,22.0,3.000194,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3681.0,1526758862.290254,51868.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3682.0,1526758863.289996,52364.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3683.0,1526758863.291802,52836.0,22.0,2.998248,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3684.0,1526758864.292887,54849.0,22.0,2.997163,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3685.0,1526758864.299972,58809.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3686.0,1526758865.290182,46563.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3687.0,1526758865.0,45634.0,22.0,2.995464,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3688.0,1526758866.295702,56194.0,22.0,2.994279,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3689.0,1526758866.299974,44772.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3690.0,1526758811.953265,123.0,123.0,0.012627,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
3691.0,1526758867.0,37056.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3692.0,1526758867.297339,57856.0,22.0,2.992624,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3693.0,1526758867.359871,40727.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3694.0,1526758868.290019,49321.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3695.0,1526758868.299517,35726.0,22.0,2.990448,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3696.0,1526758869.299984,46985.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3697.0,1526758869.301356,46635.0,22.0,2.99863,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3698.0,1526758870.299989,52836.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3699.0,1526758870.302914,47673.0,22.0,2.997222,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3700.0,1526758871.300129,54849.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3701.0,1526758871.304181,60840.0,22.0,2.99582,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3702.0,1526758871.365314,40739.0,59353.0,2.994685,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3703.0,1526758872.300178,45634.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3704.0,1526758872.305746,48697.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3705.0,1526758873.300069,56194.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3706.0,1526758873.306709,41589.0,22.0,2.993286,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3707.0,1526758874.300231,57856.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3708.0,1526758874.309179,58219.0,22.0,2.990685,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3709.0,1526758875.0,35726.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3710.0,1526758875.310584,47046.0,22.0,2.999545,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3711.0,1526758876.310176,46635.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3712.0,1526758876.312535,41946.0,22.0,2.997503,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3713.0,1526758877.309945,47673.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3714.0,1526758877.313883,60598.0,22.0,2.995995,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3715.0,1526758878.309956,60840.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3716.0,1526758878.315329,41150.0,22.0,2.994748,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3717.0,1526758878.369882,40739.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3718.0,1526758879.316596,59598.0,22.0,2.993356,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3719.0,1526758880.310043,41589.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3720.0,1526758880.318842,54611.0,22.0,2.991087,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3721.0,1526758881.309907,58219.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3722.0,1526758881.0,55285.0,22.0,2.999535,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3723.0,1526758882.320166,47046.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3724.0,1526758882.321164,58806.0,22.0,2.998919,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3725.0,1526758882.376224,40751.0,59353.0,2.99367,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3726.0,1526758883.319985,41946.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3727.0,1526758883.0,36349.0,22.0,2.996418,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3728.0,1526758828.953329,123.0,123.0,0.011151,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
3729.0,1526758884.320306,60598.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3730.0,1526758884.325237,43714.0,22.0,2.994648,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3731.0,1526758885.320185,41150.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3732.0,1526758885.326501,50510.0,22.0,2.993454,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3733.0,1526758830.953265,123.0,123.0,0.013307,48.0,48.0,0.0,0.0,0.0,1.0,76.0,1.0,76.0,o
3734.0,1526758886.320017,59598.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3735.0,1526758886.327611,40536.0,22.0,2.992353,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3736.0,1526758831.591887,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,o
3737.0,1526758887.0,54611.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3738.0,1526758887.328921,48902.0,22.0,2.991009,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3739.0,1526758832.551121,3.0,1.0,0.000387,180.0,0.0,0.0,0.0,0.0,3.0,264.0,0.0,0.0,o
3740.0,1526758888.0,55285.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3741.0,1526758888.330886,58093.0,22.0,2.99926,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3742.0,1526758889.330142,58806.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3743.0,1526758889.332456,34138.0,22.0,2.997625,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3744.0,1526758889.379975,40751.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3745.0,1526758890.330017,36349.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3746.0,1526758890.333814,50662.0,22.0,2.9961,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3747.0,1526758891.330062,43714.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3748.0,1526758891.335358,56664.0,22.0,2.994626,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3749.0,1526758892.330341,50510.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3750.0,1526758892.336654,33962.0,22.0,0.281142,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3751.0,1526758893.330066,40536.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3752.0,1526758893.0,52929.0,22.0,2.992588,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3753.0,1526758893.0,40763.0,59353.0,2.999366,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3754.0,1526758894.330239,48902.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3755.0,1526758894.338798,47773.0,22.0,2.991143,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3756.0,1526758895.340044,58093.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3757.0,1526758895.340626,59776.0,22.0,2.99943,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3758.0,1526758896.340053,34138.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3759.0,1526758896.342548,58143.0,22.0,0.295951,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1.0,40.0,o
3760.0,1526758897.340013,50662.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3761.0,1526758897.0,46733.0,22.0,2.99632,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3762.0,1526758898.340153,56664.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3763.0,1526758898.0,34466.0,22.0,2.994772,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3764.0,1526758899.346075,45405.0,22.0,2.993806,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3765.0,1526758900.340102,52929.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3766.0,1526758900.347457,49284.0,22.0,2.992568,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3767.0,1526758900.389867,40763.0,59353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3768.0,1526758901.339843,47773.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3769.0,1526758901.348707,35369.0,22.0,2.991164,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3770.0,1526758846.644534,3.0,1.0,0.001106,180.0,0.0,0.0,0.0,0.0,3.0,264.0,0.0,0.0,o
3771.0,1526758902.349118,58789.0,22.0,2.990797,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
3772.0,1526758902.349949,59776.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,o
3773.0,1526758903.351846,43299.0,22.0,2.998165,0.0,0.0,0.0,0.0,0.0,3.0,180.0,0.0,0.0,o
