,,ClusterLabel
46.36,27.53,o
46.23,27.5,o
46.3,27.5,o
46.13,27.51,o
46.03,27.51,o
45.93,27.5,o
45.93,27.47,o
45.64,27.46,o
45.84,27.48,o
46.07,27.47,o
46.16,27.48,o
46.13,27.49,o
46.13,27.46,o
46.16,27.48,o
46.07,27.48,o
46.0,27.49,o
45.97,27.49,o
45.97,27.49,o
45.97,27.5,o
45.97,27.5,o
45.9,27.51,o
45.8,27.5,o
45.77,27.49,o
45.7,27.51,o
45.8,27.51,o
45.84,27.5,o
45.7,27.48,o
45.77,27.49,o
45.67,27.5,o
45.57,27.48,o
45.47,27.48,o
45.47,27.47,o
45.67,27.48,o
45.7,27.48,o
45.67,27.5,o
45.74,27.49,o
45.6,27.48,o
45.77,27.47,o
45.77,27.46,o
45.54,27.44,o
45.54,27.44,o
45.44,27.45,o
45.51,27.44,o
45.64,27.43,o
45.51,27.41,o
45.44,27.42,o
45.51,27.41,o
45.44,27.39,o
45.51,27.39,o
45.6,27.41,o
45.64,27.4,o
45.67,27.39,o
45.84,27.4,o
45.9,27.43,o
45.7,27.41,o
45.87,27.43,o
45.9,27.43,o
45.93,27.42,o
45.93,27.42,o
46.1,27.43,o
45.9,27.41,o
45.77,27.44,o
45.84,27.41,o
45.84,27.42,o
45.8,27.41,o
45.77,27.41,o
45.64,27.4,o
45.8,27.39,o
45.9,27.4,o
45.87,27.39,o
45.9,27.39,o
45.87,27.38,o
45.7,27.39,o
45.57,27.39,o
45.7,27.38,o
45.74,27.39,o
45.64,27.37,o
45.77,27.39,o
45.87,27.36,o
45.84,27.37,o
45.77,27.37,o
45.64,27.36,o
45.67,27.36,o
45.77,27.35,o
45.6,27.35,o
45.57,27.35,o
45.51,27.35,o
45.67,27.34,o
45.6,27.36,o
45.6,27.35,o
45.64,27.36,o
45.57,27.36,o
45.64,27.37,o
46.0,27.36,o
46.3,27.37,o
46.39,27.37,o
46.36,27.38,o
46.46,27.37,o
46.49,27.39,o
46.56,27.39,o
46.56,27.39,o
46.59,27.41,o
46.49,27.4,o
46.49,27.41,o
46.56,27.39,o
46.62,27.38,o
46.16,27.39,o
45.64,27.39,o
45.28,27.4,o
45.08,27.39,o
45.01,27.39,o
45.01,27.39,o
45.01,27.41,o
45.01,27.41,o
45.04,27.41,o
45.11,27.42,o
45.18,27.42,o
45.24,27.43,o
45.24,27.44,o
45.31,27.45,o
45.34,27.45,o
45.37,27.45,o
45.44,27.46,o
45.51,27.47,o
45.57,27.48,o
45.54,27.47,o
45.51,27.48,o
45.44,27.47,o
45.47,27.48,o
45.51,27.5,o
45.51,27.49,o
45.44,27.5,o
45.41,27.49,o
45.37,27.5,o
45.37,27.51,o
45.37,27.52,o
45.37,27.52,o
45.37,27.53,o
45.41,27.54,o
45.41,27.53,o
45.44,27.54,o
45.47,27.54,o
45.47,27.54,o
45.54,27.55,o
45.64,27.55,o
45.7,27.55,o
45.77,27.56,o
45.84,27.58,o
45.87,27.57,o
45.9,27.57,o
45.9,27.58,o
45.9,27.59,o
45.9,27.6,o
45.9,27.61,o
45.93,27.61,o
45.93,27.61,o
45.93,27.63,o
45.93,27.64,o
45.93,27.63,o
45.9,27.63,o
45.9,27.65,o
45.9,27.65,o
45.93,27.65,o
45.97,27.65,o
46.0,27.66,o
46.03,27.66,o
46.03,27.66,o
46.03,27.67,o
46.07,27.67,o
46.03,27.67,o
46.07,27.67,o
46.03,27.67,o
46.07,27.69,o
46.07,27.69,o
46.1,27.7,o
46.1,27.7,o
46.1,27.7,o
46.03,27.7,o
46.0,27.7,o
45.97,27.72,o
45.97,27.71,o
45.93,27.71,o
45.97,27.71,o
46.0,27.71,o
46.03,27.73,o
46.07,27.71,o
46.1,27.71,o
46.16,27.72,o
46.23,27.73,o
46.26,27.73,o
46.3,27.72,o
46.36,27.72,o
46.39,27.73,o
46.43,27.73,o
46.49,27.73,o
46.49,27.74,o
46.56,27.73,o
46.56,27.74,o
46.59,27.75,o
46.62,27.75,o
46.62,27.75,o
46.66,27.75,o
46.66,27.76,o
46.69,27.75,o
46.69,27.76,o
46.69,27.75,o
46.69,27.76,o
46.69,27.76,o
46.69,27.76,o
46.72,27.77,o
46.75,27.76,o
46.72,27.77,o
46.75,27.77,o
46.72,27.76,o
46.72,27.78,o
46.69,27.78,o
46.72,27.77,o
46.72,27.78,o
46.75,27.79,o
46.75,27.8,o
46.79,27.78,o
46.82,27.79,o
46.79,27.79,o
46.79,27.79,o
46.82,27.79,o
46.82,27.78,o
46.89,27.79,o
46.92,27.79,o
46.95,27.79,o
46.98,27.79,o
47.02,27.79,o
47.08,27.79,o
47.15,27.79,o
47.15,27.8,o
47.21,27.79,o
47.18,27.79,o
47.21,27.8,o
47.21,27.8,o
47.28,27.8,o
47.28,27.81,o
47.28,27.81,o
47.34,27.8,o
47.38,27.81,o
47.41,27.81,o
47.41,27.81,o
47.47,27.8,o
47.47,27.8,o
47.47,27.81,o
47.44,27.82,o
47.54,27.81,o
47.93,27.81,o
47.99,27.81,o
47.9,27.81,o
47.73,27.81,o
47.54,27.81,o
47.44,27.82,o
47.34,27.83,o
47.15,27.84,o
46.82,27.84,o
46.56,27.84,o
46.3,27.83,o
46.26,27.83,o
46.36,27.83,o
46.36,27.82,o
46.3,27.8,o
46.23,27.79,o
46.1,27.8,o
46.07,27.79,o
46.2,27.79,o
46.3,27.79,o
46.3,27.78,o
46.23,27.79,o
46.16,27.77,o
46.03,27.78,o
45.9,27.77,o
45.84,27.78,o
45.7,27.77,o
45.7,27.77,o
45.7,27.77,o
45.67,27.77,o
45.67,27.76,o
45.64,27.75,o
45.6,27.75,o
45.57,27.75,o
45.57,27.75,o
45.51,27.74,o
45.54,27.71,o
45.54,27.71,o
45.57,27.7,o
45.54,27.69,o
45.44,27.69,o
45.31,27.67,o
45.44,27.68,o
45.7,27.67,o
45.84,27.67,o
45.9,27.68,o
45.77,27.67,o
45.57,27.66,o
45.67,27.65,o
45.74,27.65,o
45.74,27.64,o
45.74,27.65,o
45.7,27.63,o
45.64,27.63,o
45.51,27.63,o
45.24,27.61,o
45.01,27.59,o
44.95,27.58,o
45.24,27.57,o
45.34,27.57,o
45.47,27.57,o
45.44,27.55,o
45.44,27.55,o
45.47,27.56,o
45.41,27.55,o
45.37,27.54,o
45.34,27.53,o
45.31,27.55,o
45.28,27.54,o
45.24,27.52,o
45.24,27.51,o
45.28,27.51,o
45.24,27.49,o
45.18,27.49,o
45.04,27.47,o
45.11,27.47,o
45.08,27.47,o
45.08,27.45,o
45.01,27.45,o
45.04,27.44,o
45.04,27.43,o
44.98,27.43,o
44.98,27.41,o
44.98,27.41,o
44.91,27.41,o
44.91,27.41,o
44.81,27.39,o
44.85,27.39,o
44.78,27.37,o
44.71,27.37,o
44.68,27.37,o
44.68,27.36,o
44.65,27.36,o
44.71,27.34,o
44.78,27.34,o
44.78,27.33,o
44.81,27.33,o
44.85,27.32,o
44.78,27.31,o
44.75,27.31,o
44.65,27.32,o
44.61,27.32,o
44.52,27.31,o
44.58,27.3,o
44.61,27.3,o
44.58,27.29,o
44.58,27.29,o
44.58,27.28,o
44.61,27.27,o
44.58,27.26,o
44.58,27.26,o
44.45,27.23,o
44.38,27.21,o
44.48,27.21,o
44.58,27.2,o
44.58,27.19,o
44.61,27.2,o
44.58,27.19,o
44.55,27.18,o
44.52,27.18,o
44.48,27.17,o
44.52,27.17,o
44.52,27.15,o
44.58,27.16,o
44.58,27.15,o
44.52,27.15,o
44.52,27.13,o
44.52,27.13,o
44.45,27.12,o
44.38,27.09,o
44.38,27.08,o
44.42,27.07,o
44.48,27.07,o
44.45,27.07,o
44.45,27.06,o
44.45,27.03,o
44.45,27.0,o
44.45,26.97,o
44.52,27.0,o
44.52,27.02,o
44.55,27.0,o
44.55,27.01,o
44.52,27.0,o
44.48,27.0,o
44.52,26.99,o
44.52,26.99,o
44.48,26.99,o
44.48,26.98,o
44.48,26.97,o
44.45,26.96,o
44.38,26.94,o
44.42,26.93,o
44.45,26.94,o
44.52,26.92,o
44.52,26.94,o
44.52,26.93,o
44.45,26.91,o
44.52,26.91,o
44.52,26.9,o
44.48,26.87,o
44.45,26.87,o
44.48,26.86,o
44.42,26.86,o
44.48,26.86,o
44.52,26.87,o
44.48,26.86,o
44.45,26.87,o
44.45,26.87,o
44.48,26.87,o
44.45,26.88,o
44.45,26.87,o
44.42,26.89,o
44.38,26.88,o
44.32,26.85,o
44.35,26.85,o
44.38,26.84,o
44.38,26.84,o
44.35,26.84,o
44.35,26.83,o
44.35,26.84,o
44.35,26.83,o
44.32,26.81,o
44.32,26.8,o
44.32,26.8,o
44.38,26.82,o
44.42,26.8,o
44.42,26.79,o
44.38,26.79,o
44.42,26.79,o
44.42,26.78,o
44.42,26.79,o
44.38,26.81,o
44.32,26.79,o
44.32,26.78,o
44.32,26.77,o
44.32,26.78,o
44.32,26.76,o
44.35,26.75,o
44.38,26.75,o
44.38,26.74,o
44.35,26.74,o
44.35,26.73,o
44.32,26.72,o
44.32,26.73,o
44.32,26.73,o
44.32,26.74,o
44.32,26.74,o
44.32,26.75,o
44.32,26.75,o
44.32,26.74,o
44.32,26.75,o
44.35,26.73,o
44.45,26.71,o
44.45,26.73,o
44.38,26.73,o
44.52,26.72,o
44.48,26.73,o
44.48,26.74,o
44.58,26.72,o
44.58,26.72,o
44.68,26.74,o
44.75,26.75,o
44.65,26.75,o
44.58,26.74,o
44.58,26.74,o
44.61,26.73,o
44.65,26.75,o
44.58,26.75,o
44.65,26.75,o
44.61,26.76,o
44.58,26.77,o
44.61,26.77,o
44.58,26.79,o
44.61,26.78,o
44.65,26.79,o
44.65,26.78,o
44.65,26.81,o
44.65,26.81,o
44.61,26.82,o
44.65,26.83,o
44.61,26.83,o
44.61,26.85,o
44.58,26.85,o
44.58,26.87,o
44.58,26.88,o
44.58,26.89,o
44.58,26.9,o
44.61,26.91,o
44.61,26.93,o
44.58,26.93,o
44.58,26.93,o
44.58,26.94,o
44.52,26.94,o
44.45,26.96,o
44.32,26.96,o
44.32,26.98,o
44.35,26.98,o
44.35,26.99,o
44.35,27.01,o
44.25,27.02,o
44.18,27.03,o
44.18,27.03,o
44.15,27.03,o
44.18,27.03,o
44.18,27.03,o
44.18,27.04,o
44.22,27.05,o
44.22,27.07,o
44.25,27.05,o
44.38,27.03,o
44.45,27.02,o
44.42,27.03,o
44.52,27.03,o
44.71,27.02,o
44.88,27.02,o
44.75,27.03,o
44.58,27.02,o
44.58,27.03,o
44.58,27.05,o
44.55,27.05,o
44.52,27.04,o
44.52,27.04,o
44.55,27.04,o
44.65,27.04,o
44.65,27.04,o
44.65,27.04,o
44.65,27.05,o
44.68,27.04,o
44.58,27.03,o
44.58,27.02,o
44.65,27.03,o
44.58,27.02,o
44.65,27.02,o
44.65,27.01,o
44.55,27.0,o
44.65,27.0,o
44.71,27.0,o
44.58,27.0,o
44.65,26.99,o
44.71,26.99,o
44.71,26.97,o
44.71,26.97,o
44.55,26.96,o
44.52,26.95,o
44.58,26.95,o
44.65,26.94,o
44.68,26.93,o
44.71,26.93,o
44.71,26.92,o
44.71,26.91,o
44.71,26.91,o
44.78,26.9,o
44.78,26.9,o
44.71,26.89,o
44.71,26.88,o
44.75,26.87,o
44.75,26.85,o
44.75,26.87,o
44.65,26.86,o
44.65,26.85,o
44.65,26.85,o
44.65,26.83,o
44.65,26.82,o
44.68,26.83,o
44.71,26.82,o
44.65,26.83,o
44.65,26.82,o
44.65,26.83,o
44.58,26.82,o
44.52,26.82,o
44.52,26.81,o
44.55,26.8,o
44.58,26.79,o
44.58,26.8,o
44.55,26.78,o
44.58,26.79,o
44.58,26.75,o
44.58,26.74,o
44.55,26.73,o
44.58,26.74,o
44.61,26.74,o
44.61,26.74,o
44.58,26.74,o
44.58,26.73,o
44.61,26.72,o
44.61,26.71,o
44.65,26.71,o
44.58,26.7,o
44.48,26.68,o
44.52,26.66,o
44.55,26.66,o
44.58,26.65,o
44.61,26.66,o
44.61,26.67,o
44.61,26.68,o
44.58,26.66,o
44.55,26.66,o
44.55,26.66,o
44.45,26.64,o
44.48,26.63,o
44.45,26.62,o
44.48,26.63,o
44.45,26.61,o
44.52,26.58,o
44.55,26.57,o
44.58,26.59,o
44.58,26.58,o
44.55,26.58,o
44.55,26.6,o
44.58,26.57,o
44.58,26.57,o
44.61,26.55,o
44.58,26.57,o
44.52,26.55,o
44.55,26.56,o
44.52,26.56,o
44.55,26.56,o
44.55,26.55,o
44.52,26.55,o
44.55,26.55,o
44.55,26.54,o
44.55,26.54,o
44.52,26.55,o
44.52,26.54,o
44.48,26.54,o
44.48,26.53,o
44.38,26.5,o
44.45,26.49,o
44.45,26.49,o
44.48,26.51,o
44.52,26.51,o
44.48,26.52,o
44.48,26.51,o
44.45,26.51,o
44.45,26.51,o
44.48,26.5,o
44.48,26.51,o
44.52,26.49,o
44.52,26.49,o
44.58,26.48,o
44.68,26.5,o
44.65,26.49,o
44.65,26.5,o
44.65,26.51,o
44.85,26.51,o
44.98,26.52,o
44.98,26.53,o
44.88,26.52,o
44.78,26.53,o
44.75,26.5,o
44.78,26.51,o
44.78,26.5,o
44.85,26.51,o
44.85,26.5,o
44.85,26.51,o
44.78,26.51,o
44.75,26.52,o
44.71,26.53,o
44.71,26.55,o
44.68,26.54,o
44.65,26.55,o
44.65,26.57,o
44.65,26.57,o
44.68,26.59,o
44.68,26.59,o
44.65,26.6,o
44.58,26.61,o
44.65,26.62,o
44.65,26.63,o
44.65,26.64,o
44.68,26.66,o
44.68,26.65,o
44.68,26.67,o
44.65,26.67,o
44.61,26.68,o
44.61,26.69,o
44.58,26.7,o
44.55,26.7,o
44.52,26.71,o
44.48,26.71,o
44.52,26.71,o
44.45,26.72,o
44.45,26.73,o
44.45,26.74,o
44.42,26.75,o
44.38,26.77,o
44.38,26.79,o
44.38,26.79,o
44.38,26.79,o
44.38,26.79,o
44.38,26.8,o
44.38,26.81,o
44.35,26.81,o
44.32,26.81,o
44.32,26.81,o
44.32,26.81,o
44.38,26.83,o
44.38,26.83,o
44.38,26.83,o
44.38,26.84,o
44.38,26.85,o
44.38,26.86,o
44.38,26.86,o
44.38,26.87,o
44.38,26.88,o
44.35,26.87,o
44.32,26.88,o
44.32,26.89,o
44.32,26.88,o
44.28,26.88,o
44.25,26.89,o
44.25,26.91,o
44.25,26.91,o
44.28,26.89,o
44.28,26.9,o
44.28,26.9,o
44.32,26.91,o
44.32,26.91,o
44.32,26.9,o
44.32,26.91,o
44.32,26.93,o
44.35,26.93,o
44.35,26.92,o
44.38,26.93,o
44.35,26.94,o
44.38,26.95,o
44.38,26.94,o
44.38,26.95,o
44.38,26.95,o
44.38,26.95,o
44.38,26.96,o
44.38,26.97,o
44.45,26.96,o
44.45,26.98,o
44.45,26.96,o
44.48,26.96,o
44.52,26.97,o
44.52,26.97,o
44.52,26.98,o
44.52,26.97,o
44.52,26.97,o
44.52,26.97,o
44.48,26.98,o
44.48,26.99,o
44.48,26.98,o
44.48,27.0,o
44.45,27.0,o
44.45,27.0,o
44.42,27.02,o
44.38,27.01,o
44.32,27.01,o
44.32,27.01,o
44.32,27.01,o
44.32,27.02,o
44.32,27.03,o
44.32,27.02,o
44.32,27.02,o
44.32,27.04,o
44.32,27.04,o
44.35,27.04,o
44.32,27.03,o
44.35,27.04,o
44.35,27.05,o
44.35,27.06,o
44.32,27.05,o
44.35,27.06,o
44.38,27.06,o
44.38,27.06,o
44.35,27.06,o
44.35,27.06,o
44.32,27.07,o
44.35,27.07,o
44.35,27.07,o
44.35,27.07,o
44.35,27.07,o
44.35,27.09,o
44.38,27.07,o
44.38,27.08,o
44.38,27.07,o
44.38,27.09,o
44.38,27.09,o
44.38,27.09,o
44.38,27.09,o
44.38,27.09,o
44.42,27.1,o
44.45,27.12,o
44.45,27.11,o
44.52,27.1,o
44.55,27.11,o
44.55,27.11,o
44.58,27.12,o
44.55,27.12,o
44.55,27.12,o
44.58,27.12,o
44.55,27.11,o
44.55,27.11,o
44.52,27.12,o
44.52,27.11,o
44.55,27.11,o
44.52,27.11,o
44.55,27.11,o
44.52,27.1,o
44.52,27.1,o
44.52,27.11,o
44.52,27.11,o
44.52,27.1,o
44.52,27.11,o
44.48,27.11,o
44.52,27.12,o
44.52,27.11,o
44.45,27.11,o
44.48,27.1,o
44.48,27.11,o
44.48,27.1,o
44.52,27.11,o
44.52,27.1,o
44.52,27.11,o
44.52,27.11,o
44.52,27.11,o
44.52,27.11,o
44.55,27.1,o
44.58,27.12,o
44.58,27.12,o
44.58,27.11,o
44.61,27.11,o
44.65,27.12,o
44.65,27.12,o
44.65,27.12,o
44.65,27.11,o
44.65,27.12,o
44.65,27.12,o
44.65,27.12,o
44.65,27.13,o
44.65,27.12,o
44.61,27.11,o
44.65,27.12,o
44.65,27.11,o
44.65,27.13,o
44.65,27.13,o
44.65,27.11,o
44.65,27.12,o
44.61,27.11,o
44.61,27.13,o
44.65,27.12,o
44.61,27.13,o
44.61,27.13,o
44.58,27.13,o
44.61,27.13,o
44.61,27.14,o
44.61,27.15,o
44.58,27.15,o
44.58,27.14,o
44.58,27.15,o
44.61,27.15,o
44.58,27.14,o
44.58,27.14,o
44.58,27.15,o
44.58,27.15,o
44.58,27.14,o
44.58,27.14,o
44.58,27.14,o
44.58,27.15,o
44.58,27.15,o
44.58,27.15,o
44.55,27.14,o
44.55,27.14,o
44.55,27.15,o
44.58,27.16,o
44.55,27.16,o
44.58,27.16,o
44.55,27.16,o
44.58,27.16,o
44.58,27.17,o
44.58,27.16,o
44.58,27.15,o
44.61,27.15,o
44.58,27.15,o
44.61,27.15,o
44.58,27.16,o
44.58,27.16,o
44.58,27.16,o
44.58,27.16,o
44.58,27.17,o
44.55,27.15,o
44.55,27.16,o
44.55,27.17,o
44.55,27.17,o
44.55,27.17,o
44.55,27.17,o
44.58,27.16,o
44.58,27.17,o
44.61,27.16,o
44.61,27.17,o
44.65,27.16,o
44.61,27.17,o
44.61,27.16,o
44.65,27.17,o
44.61,27.17,o
44.65,27.16,o
44.65,27.17,o
44.61,27.17,o
44.58,27.17,o
44.58,27.16,o
44.58,27.17,o
44.58,27.17,o
44.58,27.18,o
44.61,27.18,o
44.61,27.18,o
44.58,27.18,o
44.61,27.17,o
44.65,27.17,o
44.65,27.18,o
44.61,27.17,o
44.65,27.18,o
44.65,27.18,o
44.65,27.18,o
44.65,27.18,o
44.65,27.18,o
44.65,27.19,o
44.65,27.18,o
44.65,27.19,o
44.65,27.18,o
44.65,27.19,o
44.65,27.18,o
44.65,27.19,o
44.61,27.2,o
44.65,27.2,o
44.65,27.18,o
44.65,27.19,o
44.65,27.19,o
44.65,27.2,o
44.65,27.19,o
44.68,27.2,o
44.65,27.19,o
44.65,27.2,o
44.68,27.19,o
44.68,27.19,o
44.68,27.19,o
44.65,27.19,o
44.65,27.2,o
44.65,27.19,o
44.65,27.18,o
44.65,27.21,o
44.65,27.2,o
44.68,27.19,o
44.65,27.19,o
44.68,27.2,o
44.68,27.21,o
44.65,27.2,o
44.65,27.21,o
44.68,27.21,o
44.68,27.21,o
44.68,27.21,o
44.65,27.2,o
44.65,27.21,o
44.65,27.2,o
44.65,27.19,o
44.65,27.2,o
44.65,27.21,o
44.65,27.2,o
44.68,27.21,o
44.65,27.21,o
44.68,27.22,o
44.68,27.21,o
44.68,27.22,o
44.65,27.23,o
44.61,27.21,o
44.55,27.23,o
44.52,27.22,o
44.55,27.23,o
44.52,27.24,o
44.61,27.22,o
44.68,27.21,o
44.75,27.21,o
44.75,27.22,o
44.78,27.21,o
44.78,27.22,o
44.78,27.2,o
44.85,27.21,o
44.85,27.19,o
44.85,27.2,o
44.88,27.22,o
44.85,27.23,o
44.95,27.24,o
45.04,27.24,o
45.04,27.26,o
45.04,27.25,o
45.01,27.25,o
45.01,27.27,o
44.98,27.26,o
44.95,27.27,o
44.95,27.27,o
44.98,27.27,o
44.95,27.26,o
44.98,27.26,o
44.98,27.25,o
44.98,27.26,o
44.98,27.25,o
44.98,27.26,o
45.01,27.25,o
45.01,27.25,o
44.98,27.26,o
44.91,27.26,o
44.91,27.27,o
44.81,27.27,o
44.78,27.27,o
44.75,27.26,o
44.85,27.26,o
44.98,27.27,o
45.01,27.27,o
45.04,27.27,o
45.08,27.29,o
45.08,27.29,o
45.08,27.29,o
45.08,27.28,o
45.08,27.27,o
45.04,27.29,o
45.04,27.28,o
45.04,27.28,o
45.08,27.29,o
45.11,27.28,o
45.11,27.29,o
45.08,27.28,o
45.08,27.31,o
45.08,27.29,o
45.04,27.29,o
45.08,27.29,o
45.11,27.29,o
45.24,27.3,o
45.31,27.31,o
45.31,27.31,o
45.31,27.3,o
45.28,27.3,o
45.28,27.3,o
45.31,27.3,o
45.34,27.3,o
45.34,27.29,o
45.37,27.29,o
45.37,27.3,o
45.34,27.29,o
45.37,27.29,o
45.41,27.29,o
45.44,27.31,o
45.44,27.31,o
45.44,27.31,o
45.41,27.31,o
45.37,27.31,o
45.31,27.3,o
45.31,27.31,o
45.28,27.32,o
45.28,27.31,o
45.28,27.31,o
45.28,27.32,o
45.28,27.31,o
45.31,27.31,o
45.28,27.31,o
45.31,27.31,o
45.31,27.31,o
45.28,27.31,o
45.31,27.31,o
45.31,27.31,o
45.31,27.32,o
45.31,27.32,o
45.31,27.31,o
45.28,27.32,o
45.28,27.32,o
45.28,27.32,o
45.31,27.31,o
45.28,27.33,o
45.28,27.33,o
45.28,27.33,o
45.24,27.33,o
45.24,27.33,o
45.24,27.33,o
45.24,27.32,o
45.28,27.32,o
45.31,27.31,o
45.34,27.32,o
45.37,27.31,o
45.37,27.32,o
45.41,27.32,o
45.37,27.32,o
45.37,27.32,o
45.37,27.33,o
45.37,27.33,o
45.34,27.34,o
45.31,27.33,o
45.31,27.33,o
45.34,27.34,o
45.31,27.33,o
45.34,27.33,o
45.31,27.33,o
45.34,27.34,o
45.31,27.33,o
45.34,27.32,o
45.31,27.32,o
45.34,27.33,o
45.34,27.33,o
45.34,27.33,o
45.34,27.33,o
45.37,27.32,o
45.37,27.33,o
45.37,27.33,o
45.37,27.33,o
45.37,27.34,o
45.34,27.34,o
45.37,27.33,o
45.34,27.34,o
45.34,27.34,o
45.34,27.35,o
45.34,27.35,o
45.34,27.34,o
45.31,27.34,o
45.37,27.35,o
45.34,27.35,o
45.31,27.34,o
45.34,27.34,o
45.37,27.34,o
45.37,27.35,o
45.37,27.35,o
45.34,27.35,o
45.37,27.33,o
45.34,27.34,o
45.34,27.35,o
45.34,27.35,o
45.34,27.35,o
45.34,27.35,o
45.34,27.36,o
45.34,27.35,o
45.37,27.35,o
45.37,27.35,o
45.37,27.35,o
45.41,27.35,o
45.44,27.35,o
45.41,27.34,o
45.44,27.35,o
45.37,27.35,o
45.37,27.35,o
45.37,27.36,o
45.31,27.35,o
45.31,27.36,o
45.31,27.36,o
45.31,27.36,o
45.34,27.37,o
45.34,27.36,o
45.34,27.35,o
45.34,27.37,o
45.37,27.37,o
45.34,27.37,o
45.31,27.37,o
45.31,27.37,o
45.34,27.37,o
45.34,27.36,o
45.37,27.37,o
45.34,27.37,o
45.37,27.38,o
45.37,27.36,o
45.37,27.37,o
45.37,27.36,o
45.41,27.37,o
45.41,27.37,o
45.41,27.37,o
45.37,27.36,o
45.37,27.38,o
45.37,27.37,o
45.37,27.37,o
45.37,27.37,o
45.37,27.37,o
45.37,27.38,o
45.37,27.37,o
45.37,27.37,o
45.37,27.38,o
45.37,27.39,o
45.34,27.39,o
45.37,27.39,o
45.37,27.37,o
45.41,27.38,o
45.41,27.37,o
45.41,27.38,o
45.44,27.37,o
45.44,27.38,o
45.41,27.38,o
45.44,27.38,o
45.41,27.38,o
45.44,27.39,o
45.44,27.37,o
45.37,27.38,o
45.37,27.38,o
45.37,27.38,o
45.37,27.39,o
45.37,27.39,o
45.44,27.38,o
45.44,27.39,o
45.44,27.39,o
45.44,27.38,o
45.44,27.4,o
45.44,27.38,o
45.44,27.39,o
45.44,27.37,o
45.44,27.37,o
45.44,27.38,o
45.41,27.38,o
45.44,27.38,o
45.44,27.39,o
45.44,27.38,o
45.44,27.39,o
45.44,27.38,o
45.47,27.4,o
45.44,27.4,o
45.44,27.39,o
45.47,27.4,o
45.47,27.39,o
45.51,27.39,o
45.51,27.39,o
45.51,27.39,o
45.47,27.4,o
45.51,27.39,o
45.47,27.38,o
45.47,27.39,o
45.51,27.39,o
45.51,27.38,o
45.51,27.4,o
45.51,27.4,o
45.51,27.41,o
45.51,27.4,o
45.51,27.4,o
45.51,27.4,o
45.54,27.41,o
45.51,27.41,o
45.51,27.41,o
45.54,27.4,o
45.51,27.39,o
45.54,27.4,o
45.51,27.39,o
45.54,27.4,o
45.57,27.4,o
45.54,27.4,o
45.57,27.4,o
45.54,27.39,o
45.57,27.39,o
45.57,27.39,o
45.54,27.39,o
45.57,27.41,o
45.57,27.4,o
45.57,27.39,o
45.57,27.4,o
45.57,27.42,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.41,o
45.57,27.4,o
45.57,27.41,o
45.6,27.41,o
45.6,27.41,o
45.57,27.42,o
45.57,27.4,o
45.57,27.41,o
45.6,27.41,o
45.6,27.42,o
45.57,27.43,o
45.57,27.41,o
45.57,27.43,o
45.57,27.43,o
45.57,27.43,o
45.57,27.43,o
45.57,27.43,o
45.57,27.42,o
45.57,27.43,o
45.57,27.43,o
45.6,27.42,o
45.57,27.42,o
45.6,27.43,o
45.6,27.43,o
45.6,27.42,o
45.6,27.42,o
45.6,27.43,o
45.6,27.42,o
45.64,27.43,o
45.64,27.43,o
45.64,27.44,o
45.64,27.44,o
45.64,27.44,o
45.6,27.44,o
45.6,27.43,o
45.6,27.43,o
45.6,27.44,o
45.6,27.44,o
45.6,27.44,o
45.64,27.42,o
45.64,27.43,o
45.64,27.43,o
45.67,27.43,o
45.67,27.43,o
45.64,27.43,o
45.7,27.43,o
45.67,27.42,o
45.67,27.43,o
45.64,27.44,o
45.64,27.44,o
45.64,27.44,o
45.64,27.44,o
45.64,27.45,o
45.64,27.46,o
45.64,27.45,o
45.64,27.46,o
45.64,27.45,o
45.64,27.45,o
45.64,27.45,o
45.67,27.45,o
45.67,27.47,o
45.67,27.45,o
45.67,27.44,o
45.67,27.45,o
45.67,27.45,o
45.67,27.45,o
45.7,27.43,o
45.7,27.45,o
45.7,27.44,o
45.67,27.46,o
45.7,27.45,o
45.7,27.47,o
45.7,27.46,o
45.67,27.46,o
45.7,27.46,o
45.7,27.46,o
45.67,27.46,o
45.67,27.46,o
45.7,27.47,o
45.7,27.45,o
45.7,27.46,o
45.7,27.46,o
45.7,27.45,o
45.7,27.44,o
45.7,27.45,o
45.7,27.45,o
45.7,27.46,o
45.7,27.47,o
45.67,27.47,o
45.7,27.46,o
45.7,27.47,o
45.67,27.46,o
45.64,27.48,o
45.67,27.47,o
45.67,27.48,o
45.67,27.47,o
45.67,27.47,o
45.67,27.47,o
45.64,27.47,o
45.67,27.46,o
45.67,27.46,o
45.67,27.48,o
45.67,27.48,o
45.7,27.45,o
45.7,27.48,o
45.7,27.48,o
45.7,27.48,o
45.7,27.47,o
45.7,27.47,o
45.7,27.49,o
45.67,27.48,o
45.7,27.47,o
45.67,27.49,o
45.67,27.47,o
45.7,27.48,o
45.67,27.49,o
45.67,27.48,o
45.67,27.49,o
45.67,27.48,o
45.67,27.48,o
45.67,27.48,o
45.67,27.48,o
45.67,27.48,o
45.7,27.48,o
45.7,27.48,o
45.7,27.48,o
45.7,27.47,o
45.7,27.48,o
45.7,27.49,o
45.7,27.49,o
45.7,27.48,o
45.7,27.49,o
45.7,27.5,o
45.7,27.49,o
45.7,27.49,o
