,,ClusterLabel
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.02,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.81,28.01,o
44.85,28.0,o
44.81,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.85,28.0,o
44.85,28.01,o
44.81,28.01,o
44.85,28.02,o
44.81,28.0,o
44.81,28.01,o
44.81,28.01,o
44.81,28.01,o
44.85,28.0,o
44.85,28.01,o
44.85,28.01,o
44.85,28.01,o
44.81,28.01,o
44.85,27.99,o
44.85,28.0,o
44.85,28.0,o
44.81,28.0,o
44.85,28.02,o
44.85,28.01,o
44.81,28.02,o
44.81,28.02,o
44.81,28.01,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.03,o
44.78,28.03,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.02,o
44.78,28.03,o
44.78,28.04,o
44.78,28.03,o
44.75,28.04,o
44.75,28.03,o
44.71,28.03,o
44.75,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.78,28.03,o
44.75,28.03,o
44.78,28.03,o
44.78,28.03,o
44.75,28.03,o
44.75,28.04,o
44.75,28.03,o
44.75,28.03,o
44.75,28.05,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.75,28.04,o
44.75,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.05,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.75,28.03,o
44.75,28.02,o
44.75,28.03,o
44.75,28.03,o
44.75,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.04,o
44.71,28.02,o
44.71,28.03,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.03,o
44.71,28.03,o
44.71,28.04,o
44.71,28.04,o
44.71,28.03,o
44.71,28.04,o
44.71,28.05,o
44.71,28.03,o
44.71,28.04,o
44.68,28.04,o
44.68,28.04,o
44.71,28.04,o
44.68,28.03,o
44.71,28.04,o
44.71,28.04,o
44.68,28.04,o
44.71,28.03,o
44.68,28.02,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.71,28.03,o
44.71,28.03,o
44.68,28.04,o
44.71,28.03,o
44.68,28.03,o
44.71,28.03,o
44.68,28.03,o
44.68,28.03,o
44.68,28.04,o
44.68,28.03,o
44.68,28.03,o
44.65,28.03,o
44.68,28.02,o
44.65,28.04,o
44.65,28.03,o
44.65,28.03,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.68,28.03,o
44.68,28.04,o
44.68,28.03,o
44.65,28.02,o
44.68,28.03,o
44.68,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.02,o
44.68,28.03,o
44.65,28.03,o
44.68,28.03,o
44.65,28.03,o
44.68,28.03,o
44.68,28.04,o
44.71,28.03,o
44.68,28.04,o
44.68,28.03,o
44.68,28.03,o
44.65,28.02,o
44.65,28.04,o
44.65,28.03,o
44.65,28.04,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.04,o
44.65,28.03,o
44.65,28.04,o
44.68,28.03,o
44.65,28.03,o
44.65,28.02,o
44.68,28.03,o
44.68,28.03,o
44.68,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.01,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.61,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.01,o
44.65,28.02,o
44.61,28.02,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.61,28.02,o
44.65,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.01,o
44.65,28.01,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.01,o
44.65,28.03,o
44.65,28.02,o
44.65,28.03,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.65,28.02,o
44.65,28.02,o
44.65,28.02,o
44.61,28.01,o
44.65,28.02,o
44.61,28.03,o
44.65,28.02,o
44.61,28.03,o
44.61,28.02,o
44.61,28.02,o
44.61,28.02,o
44.61,28.03,o
44.61,28.03,o
44.58,28.03,o
44.58,28.04,o
44.65,28.03,o
44.61,28.02,o
44.61,28.03,o
44.61,28.03,o
44.61,28.02,o
44.58,28.03,o
44.61,28.02,o
44.58,28.02,o
44.58,28.02,o
44.61,28.01,o
44.58,28.01,o
44.58,28.02,o
44.58,28.04,o
44.58,28.02,o
44.58,28.03,o
44.58,28.03,o
44.58,28.04,o
44.61,28.03,o
44.61,28.03,o
44.61,28.03,o
44.58,28.03,o
44.61,28.02,o
44.61,28.02,o
44.61,28.02,o
44.61,28.04,o
44.61,28.03,o
44.61,28.03,o
44.61,28.03,o
44.58,28.02,o
44.61,28.04,o
44.58,28.02,o
44.58,28.03,o
44.58,28.02,o
44.58,28.03,o
44.58,28.02,o
44.58,28.02,o
44.55,28.03,o
44.55,28.02,o
44.55,28.02,o
44.58,28.02,o
44.58,28.02,o
44.58,28.01,o
44.61,28.02,o
44.58,28.02,o
44.58,28.02,o
44.61,28.03,o
44.61,28.01,o
44.58,28.02,o
44.61,28.01,o
44.61,28.01,o
44.61,28.02,o
44.61,28.03,o
44.58,28.01,o
44.58,28.02,o
44.61,28.02,o
44.61,28.01,o
44.58,28.0,o
44.61,28.02,o
44.58,28.0,o
44.61,28.0,o
44.58,28.01,o
44.58,28.0,o
44.58,28.0,o
44.58,28.0,o
44.58,28.01,o
44.58,28.01,o
44.58,27.99,o
44.58,28.0,o
44.58,28.01,o
44.58,28.0,o
44.58,28.01,o
44.65,28.0,o
44.61,28.0,o
44.61,28.0,o
44.58,28.0,o
44.65,28.0,o
44.61,27.99,o
44.61,28.0,o
44.65,28.01,o
44.61,28.0,o
44.61,27.99,o
44.61,28.01,o
44.61,27.99,o
44.65,27.99,o
44.65,28.0,o
44.61,28.0,o
44.58,27.99,o
44.61,27.99,o
44.61,28.0,o
44.65,28.0,o
44.61,28.0,o
44.61,28.0,o
44.61,27.99,o
44.61,27.99,o
44.61,28.0,o
44.61,27.99,o
44.61,27.99,o
44.58,27.99,o
44.61,27.99,o
44.61,27.98,o
44.61,27.99,o
44.58,27.99,o
44.58,27.99,o
44.58,27.98,o
44.58,27.99,o
44.58,27.98,o
44.61,27.99,o
44.65,27.99,o
44.61,27.98,o
44.58,27.97,o
44.58,27.96,o
44.61,27.94,o
44.65,27.94,o
44.68,27.93,o
44.68,27.93,o
44.68,27.92,o
44.65,27.91,o
44.65,27.91,o
44.58,27.91,o
44.52,27.9,o
44.48,27.91,o
44.45,27.9,o
44.32,27.91,o
44.25,27.9,o
44.22,27.88,o
44.18,27.87,o
44.15,27.86,o
44.15,27.86,o
44.12,27.85,o
44.12,27.83,o
44.12,27.82,o
44.15,27.83,o
44.12,27.82,o
44.12,27.83,o
44.08,27.83,o
44.08,27.83,o
44.05,27.82,o
44.02,27.8,o
44.05,27.82,o
43.98,27.81,o
43.98,27.81,o
43.98,27.79,o
43.92,27.79,o
43.85,27.78,o
43.79,27.77,o
43.75,27.77,o
43.75,27.76,o
43.79,27.76,o
43.85,27.77,o
43.88,27.76,o
43.85,27.75,o
43.85,27.75,o
43.85,27.74,o
43.85,27.73,o
43.85,27.73,o
43.88,27.71,o
43.85,27.72,o
43.82,27.72,o
43.79,27.69,o
43.82,27.68,o
43.92,27.69,o
43.85,27.69,o
43.85,27.68,o
43.82,27.68,o
43.82,27.66,o
43.79,27.65,o
43.79,27.67,o
43.79,27.67,o
43.72,27.66,o
43.65,27.65,o
43.65,27.66,o
43.65,27.66,o
43.62,27.66,o
43.59,27.65,o
43.55,27.65,o
43.55,27.63,o
43.55,27.61,o
43.59,27.62,o
43.59,27.62,o
43.55,27.61,o
43.55,27.61,o
43.55,27.6,o
43.52,27.6,o
43.52,27.61,o
43.55,27.59,o
43.52,27.57,o
43.55,27.58,o
43.52,27.55,o
43.52,27.55,o
43.49,27.56,o
43.45,27.55,o
43.45,27.55,o
43.45,27.53,o
43.45,27.52,o
43.45,27.53,o
43.45,27.54,o
43.45,27.55,o
43.45,27.56,o
43.39,27.56,o
43.39,27.55,o
43.39,27.55,o
43.39,27.54,o
43.39,27.54,o
43.39,27.54,o
43.39,27.53,o
43.35,27.52,o
43.32,27.51,o
43.29,27.51,o
43.29,27.49,o
43.25,27.49,o
43.25,27.49,o
43.25,27.49,o
43.25,27.47,o
43.25,27.46,o
43.32,27.45,o
43.25,27.46,o
43.29,27.47,o
43.25,27.49,o
43.25,27.49,o
43.19,27.49,o
43.19,27.47,o
43.25,27.45,o
43.22,27.44,o
43.22,27.43,o
43.25,27.42,o
43.19,27.42,o
43.22,27.45,o
43.19,27.44,o
43.15,27.44,o
43.15,27.45,o
43.12,27.44,o
43.12,27.44,o
43.09,27.43,o
43.09,27.45,o
43.09,27.45,o
43.09,27.45,o
43.05,27.45,o
43.02,27.44,o
42.99,27.42,o
42.99,27.44,o
43.02,27.43,o
43.02,27.44,o
43.02,27.43,o
42.99,27.41,o
42.99,27.4,o
43.02,27.4,o
42.99,27.42,o
42.95,27.43,o
42.95,27.42,o
42.92,27.4,o
42.89,27.39,o
42.89,27.39,o
42.92,27.39,o
42.92,27.37,o
42.92,27.38,o
42.89,27.37,o
42.89,27.37,o
42.89,27.36,o
42.89,27.36,o
42.89,27.36,o
42.92,27.36,o
42.89,27.35,o
42.92,27.35,o
42.92,27.35,o
42.92,27.34,o
42.89,27.33,o
42.89,27.33,o
42.85,27.31,o
42.85,27.31,o
42.82,27.32,o
42.79,27.32,o
42.82,27.33,o
42.79,27.33,o
42.75,27.32,o
42.75,27.31,o
42.75,27.31,o
42.79,27.29,o
42.75,27.27,o
42.79,27.28,o
42.79,27.28,o
42.82,27.27,o
42.85,27.26,o
42.82,27.27,o
42.82,27.27,o
42.79,27.26,o
42.85,27.27,o
42.79,27.27,o
42.75,27.27,o
42.72,27.26,o
42.72,27.27,o
42.69,27.25,o
42.69,27.25,o
42.65,27.22,o
42.65,27.23,o
42.72,27.25,o
42.65,27.25,o
42.65,27.26,o
42.65,27.25,o
42.65,27.25,o
42.65,27.25,o
42.65,27.23,o
42.69,27.22,o
42.72,27.23,o
42.65,27.22,o
42.65,27.23,o
42.72,27.26,o
42.69,27.26,o
42.62,27.25,o
42.58,27.25,o
42.58,27.27,o
42.52,27.25,o
42.52,27.26,o
42.52,27.25,o
42.52,27.24,o
42.48,27.23,o
42.48,27.23,o
42.48,27.23,o
42.52,27.23,o
42.48,27.23,o
42.52,27.22,o
42.52,27.21,o
42.52,27.22,o
42.52,27.21,o
42.52,27.22,o
42.52,27.21,o
42.52,27.21,o
42.52,27.22,o
42.45,27.21,o
42.45,27.19,o
42.48,27.19,o
42.45,27.19,o
42.42,27.19,o
42.42,27.21,o
42.38,27.2,o
42.35,27.19,o
42.38,27.17,o
42.38,27.18,o
42.38,27.18,o
42.42,27.2,o
42.38,27.19,o
42.35,27.17,o
42.38,27.18,o
42.38,27.17,o
42.38,27.16,o
42.45,27.17,o
42.45,27.17,o
42.38,27.17,o
42.35,27.17,o
42.35,27.17,o
42.38,27.17,o
42.32,27.17,o
42.32,27.16,o
42.35,27.16,o
42.25,27.15,o
42.28,27.14,o
42.32,27.16,o
42.28,27.16,o
42.25,27.16,o
42.25,27.14,o
42.25,27.14,o
42.28,27.12,o
42.32,27.13,o
42.28,27.13,o
42.25,27.13,o
42.28,27.13,o
42.28,27.13,o
42.32,27.14,o
42.25,27.13,o
42.25,27.15,o
42.25,27.13,o
42.22,27.14,o
42.22,27.14,o
42.18,27.12,o
42.18,27.13,o
42.18,27.13,o
42.15,27.13,o
42.12,27.13,o
42.12,27.13,o
42.15,27.14,o
42.15,27.15,o
42.12,27.13,o
42.12,27.13,o
42.12,27.13,o
42.12,27.13,o
42.15,27.12,o
42.18,27.13,o
42.15,27.13,o
42.12,27.13,o
42.12,27.13,o
42.12,27.13,o
42.08,27.14,o
42.05,27.12,o
42.02,27.12,o
42.05,27.1,o
42.05,27.1,o
41.98,27.09,o
41.98,27.09,o
42.02,27.09,o
41.98,27.07,o
42.02,27.09,o
41.98,27.07,o
42.02,27.08,o
42.05,27.07,o
42.05,27.06,o
42.05,27.08,o
42.05,27.08,o
42.02,27.07,o
42.05,27.05,o
42.05,27.04,o
42.05,27.05,o
42.05,27.05,o
42.05,27.06,o
41.98,27.06,o
41.98,27.06,o
41.98,27.06,o
41.91,27.05,o
41.98,27.04,o
41.98,27.04,o
41.98,27.03,o
41.98,27.04,o
41.98,27.04,o
41.98,27.04,o
41.98,27.05,o
41.95,27.03,o
41.98,27.04,o
41.98,27.05,o
41.98,27.02,o
41.98,27.04,o
41.98,27.03,o
41.95,27.03,o
41.91,27.02,o
41.91,27.0,o
41.95,27.03,o
41.91,27.02,o
41.91,27.03,o
41.91,27.03,o
41.85,27.01,o
41.81,27.01,o
41.78,27.03,o
41.81,27.01,o
41.85,27.02,o
41.88,27.02,o
41.85,27.01,o
41.85,27.01,o
41.85,27.01,o
41.85,27.01,o
41.85,27.01,o
41.88,27.01,o
41.85,26.99,o
41.85,26.99,o
41.85,27.0,o
41.81,27.0,o
41.81,26.99,o
41.81,27.01,o
41.85,27.01,o
41.85,27.01,o
41.88,27.0,o
41.91,26.99,o
42.02,26.99,o
42.12,27.02,o
42.22,27.01,o
42.35,27.02,o
42.42,27.03,o
42.48,27.04,o
42.45,27.06,o
42.45,27.09,o
42.45,27.11,o
42.52,27.11,o
42.62,27.12,o
42.62,27.13,o
42.58,27.14,o
42.45,27.14,o
42.38,27.15,o
42.38,27.18,o
42.35,27.18,o
42.38,27.19,o
42.45,27.21,o
42.48,27.22,o
42.52,27.23,o
42.52,27.24,o
42.52,27.24,o
42.52,27.24,o
42.55,27.27,o
42.58,27.28,o
42.52,27.27,o
42.52,27.29,o
42.52,27.29,o
42.52,27.3,o
42.55,27.31,o
42.58,27.31,o
42.62,27.32,o
42.65,27.33,o
42.69,27.34,o
42.65,27.33,o
42.62,27.33,o
42.62,27.35,o
42.58,27.35,o
42.62,27.37,o
42.65,27.37,o
42.65,27.37,o
42.72,27.38,o
42.72,27.38,o
42.75,27.4,o
42.72,27.39,o
42.72,27.39,o
42.72,27.4,o
42.72,27.4,o
42.72,27.42,o
42.75,27.41,o
42.72,27.41,o
42.75,27.41,o
42.75,27.42,o
42.75,27.43,o
42.72,27.43,o
42.72,27.43,o
42.72,27.44,o
42.65,27.44,o
42.65,27.45,o
42.65,27.45,o
42.65,27.45,o
42.65,27.45,o
42.65,27.45,o
42.65,27.46,o
42.65,27.45,o
42.65,27.46,o
42.62,27.45,o
42.65,27.46,o
42.65,27.47,o
42.65,27.46,o
42.65,27.48,o
42.72,27.47,o
42.65,27.47,o
42.65,27.46,o
42.58,27.48,o
42.58,27.48,o
42.58,27.48,o
42.58,27.47,o
42.58,27.48,o
42.62,27.48,o
42.58,27.48,o
42.62,27.49,o
42.58,27.48,o
42.58,27.49,o
42.58,27.49,o
42.58,27.5,o
42.58,27.49,o
42.58,27.49,o
41.88,26.53,o
41.85,26.54,o
41.85,26.51,o
41.88,26.5,o
41.88,26.49,o
41.91,26.49,o
41.91,26.49,o
41.95,26.49,o
42.02,26.49,o
42.12,26.51,o
42.12,26.51,o
42.15,26.53,o
42.22,26.56,o
42.18,26.58,o
42.18,26.57,o
42.25,26.6,o
42.18,26.6,o
42.18,26.6,o
42.12,26.59,o
42.05,26.59,o
42.02,26.58,o
41.98,26.58,o
41.98,26.59,o
41.95,26.59,o
41.95,26.62,o
41.91,26.6,o
41.85,26.6,o
41.81,26.59,o
41.81,26.61,o
41.85,26.61,o
41.85,26.61,o
41.85,26.61,o
41.85,26.61,o
41.81,26.61,o
41.85,26.6,o
41.85,26.61,o
41.85,26.61,o
41.88,26.61,o
41.85,26.6,o
41.85,26.6,o
41.85,26.59,o
41.85,26.59,o
41.85,26.59,o
41.85,26.59,o
41.85,26.59,o
41.78,26.61,o
41.75,26.61,o
41.71,26.62,o
41.75,26.6,o
41.71,26.6,o
41.71,26.6,o
41.75,26.61,o
41.75,26.61,o
41.71,26.61,o
41.78,26.61,o
41.81,26.63,o
41.88,26.62,o
41.88,26.63,o
41.98,26.64,o
42.05,26.65,o
42.08,26.65,o
42.15,26.67,o
42.18,26.69,o
42.22,26.72,o
42.28,26.75,o
42.32,26.77,o
42.32,26.77,o
42.35,26.79,o
42.35,26.79,o
42.38,26.8,o
42.35,26.8,o
42.28,26.82,o
42.18,26.83,o
42.12,26.82,o
42.08,26.85,o
42.08,26.85,o
42.12,26.87,o
42.18,26.87,o
42.22,26.89,o
42.25,26.89,o
42.25,26.91,o
42.25,26.91,o
42.28,26.91,o
42.28,26.92,o
42.32,26.93,o
42.28,26.94,o
42.28,26.95,o
42.32,26.96,o
42.32,26.97,o
42.35,26.97,o
42.38,26.97,o
42.35,26.97,o
42.35,26.99,o
42.32,26.99,o
42.35,27.01,o
42.32,27.01,o
42.32,27.01,o
42.32,27.01,o
42.35,27.03,o
42.42,27.03,o
42.42,27.03,o
42.45,27.04,o
42.42,27.05,o
42.42,27.05,o
42.38,27.05,o
42.38,27.07,o
42.35,27.06,o
42.32,27.07,o
42.32,27.07,o
42.32,27.08,o
42.35,27.07,o
42.38,27.08,o
42.42,27.08,o
42.42,27.09,o
42.42,27.09,o
42.38,27.09,o
42.38,27.09,o
42.35,27.09,o
42.32,27.11,o
42.32,27.1,o
42.32,27.1,o
42.35,27.12,o
42.35,27.11,o
42.35,27.12,o
42.35,27.13,o
42.35,27.14,o
42.35,27.13,o
42.35,27.13,o
42.35,27.13,o
42.32,27.13,o
42.32,27.13,o
42.32,27.14,o
42.32,27.14,o
42.32,27.14,o
42.32,27.15,o
42.35,27.15,o
42.38,27.15,o
42.38,27.14,o
42.38,27.16,o
42.38,27.16,o
42.38,27.15,o
42.38,27.15,o
42.38,27.16,o
42.38,27.17,o
42.38,27.15,o
42.42,27.17,o
42.42,27.16,o
42.42,27.17,o
42.42,27.16,o
42.42,27.16,o
42.42,27.17,o
42.38,27.17,o
42.42,27.17,o
42.42,27.17,o
42.38,27.17,o
42.42,27.16,o
42.38,27.17,o
42.42,27.17,o
42.42,27.17,o
42.42,27.17,o
42.38,27.17,o
42.38,27.18,o
42.38,27.17,o
42.38,27.18,o
42.38,27.18,o
42.38,27.18,o
42.38,27.18,o
42.38,27.18,o
42.42,27.18,o
42.42,27.21,o
42.42,27.18,o
42.45,27.19,o
42.45,27.19,o
42.45,27.19,o
42.45,27.19,o
42.45,27.19,o
42.45,27.2,o
42.45,27.19,o
42.45,27.19,o
42.45,27.2,o
42.48,27.19,o
42.45,27.19,o
42.45,27.19,o
42.42,27.2,o
42.42,27.19,o
42.42,27.19,o
42.42,27.19,o
42.45,27.19,o
42.42,27.2,o
42.42,27.19,o
42.45,27.19,o
42.45,27.2,o
42.45,27.2,o
42.45,27.2,o
42.45,27.19,o
42.45,27.2,o
42.45,27.21,o
42.45,27.2,o
42.45,27.21,o
42.45,27.19,o
42.45,27.2,o
42.45,27.21,o
42.45,27.2,o
42.45,27.21,o
42.48,27.2,o
42.45,27.2,o
42.45,27.19,o
42.45,27.2,o
42.45,27.2,o
42.45,27.21,o
42.45,27.2,o
42.45,27.21,o
42.45,27.2,o
42.45,27.21,o
42.45,27.2,o
42.45,27.2,o
42.48,27.2,o
42.52,27.2,o
42.52,27.21,o
42.52,27.2,o
42.52,27.2,o
42.52,27.21,o
42.52,27.21,o
42.52,27.21,o
42.52,27.21,o
42.52,27.21,o
42.52,27.22,o
42.48,27.21,o
42.52,27.19,o
42.52,27.21,o
42.52,27.21,o
42.52,27.21,o
42.48,27.21,o
42.52,27.2,o
42.52,27.2,o
42.52,27.21,o
42.52,27.2,o
42.45,27.21,o
42.48,27.2,o
42.48,27.21,o
42.48,27.2,o
42.48,27.21,o
42.52,27.21,o
42.52,27.21,o
42.55,27.21,o
42.55,27.22,o
42.55,27.21,o
42.58,27.21,o
42.58,27.21,o
42.55,27.21,o
42.58,27.21,o
42.58,27.21,o
42.58,27.21,o
42.58,27.22,o
42.58,27.2,o
42.58,27.22,o
42.58,27.21,o
42.62,27.21,o
42.62,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.22,o
42.65,27.21,o
42.65,27.22,o
42.65,27.21,o
42.65,27.21,o
42.65,27.2,o
42.65,27.22,o
42.65,27.21,o
42.65,27.22,o
42.65,27.22,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.65,27.22,o
42.65,27.21,o
42.65,27.21,o
42.65,27.21,o
42.69,27.21,o
42.69,27.2,o
42.69,27.22,o
42.69,27.21,o
42.72,27.22,o
42.72,27.21,o
42.72,27.21,o
42.72,27.21,o
42.72,27.22,o
42.72,27.21,o
42.72,27.22,o
42.72,27.22,o
42.72,27.21,o
42.72,27.21,o
42.75,27.21,o
42.72,27.22,o
42.75,27.23,o
42.75,27.22,o
42.79,27.21,o
42.79,27.21,o
42.75,27.22,o
42.75,27.22,o
42.79,27.22,o
42.72,27.21,o
42.75,27.22,o
42.75,27.22,o
42.79,27.22,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.82,27.23,o
42.82,27.21,o
42.82,27.22,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.75,27.21,o
42.75,27.21,o
42.72,27.21,o
42.72,27.21,o
42.72,27.21,o
42.72,27.21,o
42.72,27.22,o
42.72,27.21,o
42.75,27.21,o
42.75,27.21,o
42.75,27.21,o
42.79,27.21,o
42.79,27.21,o
42.82,27.22,o
42.85,27.22,o
42.85,27.21,o
42.85,27.22,o
42.85,27.22,o
42.85,27.23,o
42.85,27.22,o
42.89,27.21,o
42.85,27.22,o
42.89,27.22,o
42.85,27.21,o
42.85,27.21,o
42.82,27.21,o
42.79,27.21,o
42.79,27.2,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.82,27.21,o
42.82,27.23,o
42.85,27.21,o
42.85,27.21,o
42.85,27.21,o
42.85,27.22,o
42.85,27.22,o
42.85,27.21,o
42.82,27.21,o
42.85,27.22,o
42.82,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.75,27.21,o
42.79,27.21,o
42.79,27.22,o
42.79,27.22,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.79,27.21,o
42.79,27.22,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.21,o
42.79,27.22,o
42.79,27.22,o
42.79,27.21,o
42.82,27.21,o
42.82,27.22,o
42.85,27.21,o
42.85,27.22,o
42.85,27.21,o
42.85,27.21,o
42.89,27.21,o
42.85,27.21,o
42.85,27.22,o
42.85,27.21,o
42.85,27.21,o
42.85,27.21,o
42.89,27.21,o
42.85,27.21,o
42.92,27.21,o
42.92,27.21,o
42.92,27.22,o
42.92,27.22,o
42.92,27.21,o
42.92,27.21,o
42.92,27.22,o
42.92,27.21,o
42.89,27.22,o
42.89,27.22,o
42.85,27.22,o
42.85,27.23,o
42.89,27.21,o
42.92,27.21,o
42.92,27.21,o
42.92,27.22,o
42.92,27.21,o
42.92,27.21,o
42.92,27.21,o
42.95,27.21,o
42.92,27.21,o
42.92,27.21,o
42.92,27.21,o
42.92,27.21,o
42.92,27.2,o
42.95,27.21,o
42.95,27.22,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
42.99,27.22,o
42.99,27.21,o
42.99,27.22,o
42.99,27.22,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
42.99,27.2,o
42.99,27.22,o
42.99,27.22,o
42.99,27.22,o
42.95,27.21,o
42.95,27.21,o
42.95,27.21,o
42.92,27.2,o
42.92,27.21,o
42.99,27.21,o
42.95,27.23,o
42.99,27.22,o
42.99,27.21,o
42.99,27.22,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
43.02,27.21,o
42.99,27.2,o
42.99,27.22,o
42.99,27.21,o
42.99,27.21,o
42.99,27.22,o
42.99,27.21,o
43.02,27.21,o
43.02,27.21,o
43.05,27.2,o
43.05,27.22,o
43.05,27.21,o
43.05,27.2,o
43.05,27.21,o
43.05,27.21,o
43.05,27.21,o
43.02,27.22,o
43.05,27.21,o
43.02,27.21,o
42.99,27.21,o
42.99,27.22,o
42.99,27.21,o
42.99,27.21,o
42.99,27.21,o
42.99,27.2,o
42.99,27.21,o
42.99,27.2,o
42.99,27.21,o
43.02,27.21,o
43.02,27.21,o
42.99,27.21,o
43.05,27.23,o
43.02,27.21,o
43.05,27.21,o
43.05,27.21,o
43.05,27.21,o
43.05,27.21,o
43.05,27.21,o
43.05,27.22,o
43.05,27.21,o
43.05,27.2,o
43.05,27.21,o
43.05,27.21,o
43.05,27.2,o
43.05,27.19,o
42.99,27.18,o
42.95,27.18,o
42.95,27.16,o
42.99,27.16,o
42.99,27.14,o
42.99,27.13,o
42.99,27.12,o
42.99,27.13,o
42.99,27.12,o
42.92,27.11,o
42.92,27.1,o
42.85,27.09,o
42.72,27.09,o
42.65,27.09,o
42.65,27.09,o
42.58,27.08,o
42.55,27.07,o
42.52,27.07,o
42.52,27.06,o
42.52,27.06,o
42.45,27.05,o
